"SYMBOL","ENTREZID","ENSEMBL","GENENAME"
"EIF3L","51386","ENSG00000100129","eukaryotic translation initiation factor 3 subunit L"
"TMCC2","9911","ENSG00000133069","transmembrane and coiled-coil domain family 2"
"ZNF410","57862","ENSG00000119725","zinc finger protein 410"
"SNX1","6642","ENSG00000028528","sorting nexin 1"
"CD27","939","ENSG00000139193","CD27 molecule"
"AKT2","208","ENSG00000105221","AKT serine/threonine kinase 2"
"HLA-C","3107","ENSG00000204525","major histocompatibility complex, class I, C"
"E2F3","1871","ENSG00000112242","E2F transcription factor 3"
"CD28","940","ENSG00000178562","CD28 molecule"
"HIF1A","3091","ENSG00000100644","hypoxia inducible factor 1 subunit alpha"
"FOXM1","2305","ENSG00000111206","forkhead box M1"
"FYB1","2533","ENSG00000082074","FYN binding protein 1"
"PLD2","5338","ENSG00000129219","phospholipase D2"
"SKP2","6502","ENSG00000145604","S-phase kinase associated protein 2"
"PDE8A","5151","ENSG00000073417","phosphodiesterase 8A"
"NUSAP1","51203","ENSG00000137804","nucleolar and spindle associated protein 1"
"NVL","4931","ENSG00000143748","nuclear VCP like"
"TAF1C","9013","ENSG00000103168","TATA-box binding protein associated factor, RNA polymerase I subunit C"
"PTCRA","171558","ENSG00000171611","pre T cell antigen receptor alpha"
"PIM1","5292","ENSG00000137193","Pim-1 proto-oncogene, serine/threonine kinase"
"INPP5F","22876","ENSG00000198825","inositol polyphosphate-5-phosphatase F"
"HIP1","3092","ENSG00000127946","huntingtin interacting protein 1"
"RANBP6","26953","ENSG00000137040","RAN binding protein 6"
"IL18","3606","ENSG00000150782","interleukin 18"
"RAD9A","5883","ENSG00000172613","RAD9 checkpoint clamp component A"
"PES1","23481","ENSG00000100029","pescadillo ribosomal biogenesis factor 1"
"TCF4","6925","ENSG00000196628","transcription factor 4"
"NARS2","79731","ENSG00000137513","asparaginyl-tRNA synthetase 2, mitochondrial"
"TIGD6","81789","ENSG00000164296","tigger transposable element derived 6"
"DENND5A","23258","ENSG00000184014","DENN domain containing 5A"
"HINFP","25988","ENSG00000172273","histone H4 transcription factor"
"ALCAM","214","ENSG00000170017","activated leukocyte cell adhesion molecule"
"STK36","27148","ENSG00000163482","serine/threonine kinase 36"
"NUB1","51667","ENSG00000013374","negative regulator of ubiquitin like proteins 1"
"CLCN3","1182","ENSG00000109572","chloride voltage-gated channel 3"
"PARVB","29780","ENSG00000188677","parvin beta"
"CLEC16A","23274","ENSG00000038532","C-type lectin domain containing 16A"
"PDIK1L","149420","ENSG00000175087","PDLIM1 interacting kinase 1 like"
"DHDDS","79947","ENSG00000117682","dehydrodolichyl diphosphate synthase subunit"
"MTMR2","8898","ENSG00000087053","myotubularin related protein 2"
"CFL2","1073","ENSG00000165410","cofilin 2"
"CD2BP2","10421","ENSG00000169217","CD2 cytoplasmic tail binding protein 2"
"GFOD2","81577","ENSG00000141098","Gfo/Idh/MocA-like oxidoreductase domain containing 2"
"NUDT7","283927","ENSG00000140876","nudix hydrolase 7"
"LETMD1","25875","ENSG00000050426","LETM1 domain containing 1"
"RAB6A","5870","ENSG00000175582","RAB6A, member RAS oncogene family"
"VEGFB","7423","ENSG00000173511","vascular endothelial growth factor B"
"LAMTOR3","8649","ENSG00000109270","late endosomal/lysosomal adaptor, MAPK and MTOR activator 3"
"RGL2","5863","ENSG00000237441","ral guanine nucleotide dissociation stimulator like 2"
"FAM20A","54757","ENSG00000108950","FAM20A golgi associated secretory pathway pseudokinase"
"CYREN","78996","ENSG00000122783","cell cycle regulator of NHEJ"
"RABGAP1L","9910","ENSG00000152061","RAB GTPase activating protein 1 like"
"GNG2","54331","ENSG00000186469","G protein subunit gamma 2"
"CEP57","9702","ENSG00000166037","centrosomal protein 57"
"PRXL2A","84293","ENSG00000122378","peroxiredoxin like 2A"
"SMUG1","23583","ENSG00000123415","single-strand-selective monofunctional uracil-DNA glycosylase 1"
"CHST12","55501","ENSG00000136213","carbohydrate sulfotransferase 12"
"TOB1","10140","ENSG00000141232","transducer of ERBB2, 1"
"FHL3","2275","ENSG00000183386","four and a half LIM domains 3"
"TRA2B","6434","ENSG00000136527","transformer 2 beta homolog"
"TPD52L2","7165","ENSG00000101150","TPD52 like 2"
"HDLBP","3069","ENSG00000115677","high density lipoprotein binding protein"
"MAPKAPK3","7867","ENSG00000114738","MAPK activated protein kinase 3"
"PRPSAP2","5636","ENSG00000141127","phosphoribosyl pyrophosphate synthetase associated protein 2"
"HLA-DQB1","3119","ENSG00000179344","major histocompatibility complex, class II, DQ beta 1"
"HLA-DRB1","3123","ENSG00000196126","major histocompatibility complex, class II, DR beta 1"
"PPP3CC","5533","ENSG00000120910","protein phosphatase 3 catalytic subunit gamma"
"SPIB","6689","ENSG00000269404","Spi-B transcription factor"
"TNFRSF8","943","ENSG00000120949","TNF receptor superfamily member 8"
"GIMAP6","474344","ENSG00000133561","GTPase, IMAP family member 6"
"MAP3K8","1326","ENSG00000107968","mitogen-activated protein kinase kinase kinase 8"
"KIAA0586","9786","ENSG00000100578","KIAA0586"
"APEX1","328","ENSG00000100823","apurinic/apyrimidinic endodeoxyribonuclease 1"
"HBP1","26959","ENSG00000105856","HMG-box transcription factor 1"
"TRRAP","8295","ENSG00000196367","transformation/transcription domain associated protein"
"FMC1-LUC7L2","100996928","ENSG00000269955","FMC1-LUC7L2 readthrough"
"LUC7L2","51631","ENSG00000146963","LUC7 like 2, pre-mRNA splicing factor"
"DPYSL2","1808","ENSG00000092964","dihydropyrimidinase like 2"
"ARID5B","84159","ENSG00000150347","AT-rich interaction domain 5B"
"CHMP2B","25978","ENSG00000083937","charged multivesicular body protein 2B"
"STX5","6811","ENSG00000162236","syntaxin 5"
"PDE3A","5139","ENSG00000172572","phosphodiesterase 3A"
"ZFP36L1","677","ENSG00000185650","ZFP36 ring finger protein like 1"
"CSAD","51380","ENSG00000139631","cysteine sulfinic acid decarboxylase"
"GFPT1","2673","ENSG00000198380","glutamine--fructose-6-phosphate transaminase 1"
"RAD23B","5887","ENSG00000119318","RAD23 homolog B, nucleotide excision repair protein"
"TMEM126A","84233","ENSG00000171202","transmembrane protein 126A"
"MOB1B","92597","ENSG00000173542","MOB kinase activator 1B"
"FOXP1","27086","ENSG00000114861","forkhead box P1"
"DAB2","1601","ENSG00000153071","DAB adaptor protein 2"
"DLST","1743","ENSG00000119689","dihydrolipoamide S-succinyltransferase"
"PRPF4","9128","ENSG00000136875","pre-mRNA splicing tri-snRNP complex factor PRPF4"
"GPAM","57678","ENSG00000119927","glycerol-3-phosphate acyltransferase, mitochondrial"
"FRMD3","257019","ENSG00000172159","FERM domain containing 3"
"PPP1CC","5501","ENSG00000186298","protein phosphatase 1 catalytic subunit gamma"
"TNFSF8","944","ENSG00000106952","TNF superfamily member 8"
"NFIC","4782","ENSG00000141905","nuclear factor I C"
"MIA2","4253","ENSG00000150527","MIA SH3 domain ER export factor 2"
"ASAP1","50807","ENSG00000153317","ArfGAP with SH3 domain, ankyrin repeat and PH domain 1"
"CLIP1","6249","ENSG00000130779","CAP-Gly domain containing linker protein 1"
"TRIM3","10612","ENSG00000110171","tripartite motif containing 3"
"ENTPD5","957","ENSG00000187097","ectonucleoside triphosphate diphosphohydrolase 5 (inactive)"
"CD40","958","ENSG00000101017","CD40 molecule"
"SP1","6667","ENSG00000185591","Sp1 transcription factor"
"VIPR1","7433","ENSG00000114812","vasoactive intestinal peptide receptor 1"
"ASPSCR1","79058","ENSG00000169696","ASPSCR1 tether for SLC2A4, UBX domain containing"
"APPL2","55198","ENSG00000136044","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2"
"RCAN3","11123","ENSG00000117602","RCAN family member 3"
"GMNN","51053","ENSG00000112312","geminin DNA replication inhibitor"
"PAPOLA","10914","ENSG00000090060","poly(A) polymerase alpha"
"RAB5B","5869","ENSG00000111540","RAB5B, member RAS oncogene family"
"PCMT1","5110","ENSG00000120265","protein-L-isoaspartate (D-aspartate) O-methyltransferase"
"USP15","9958","ENSG00000135655","ubiquitin specific peptidase 15"
"KIF21B","23046","ENSG00000116852","kinesin family member 21B"
"PASK","23178","ENSG00000115687","PAS domain containing serine/threonine kinase"
"AP4E1","23431","ENSG00000081014","adaptor related protein complex 4 subunit epsilon 1"
"LSM4","25804","ENSG00000130520","LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"
"SLC39A9","55334","ENSG00000029364","solute carrier family 39 member 9"
"GEMIN5","25929","ENSG00000082516","gem nuclear organelle associated protein 5"
"TAFA1","407738","ENSG00000183662","TAFA chemokine like family member 1"
"SEC24A","10802","ENSG00000113615","SEC24 homolog A, COPII coat complex component"
"CEBPG","1054","ENSG00000153879","CCAAT enhancer binding protein gamma"
"KIAA0319","9856","ENSG00000137261","KIAA0319"
"TNIP1","10318","ENSG00000145901","TNFAIP3 interacting protein 1"
"ZBTB7B","51043","ENSG00000160685","zinc finger and BTB domain containing 7B"
"RHNO1","83695","ENSG00000171792","RAD9-HUS1-RAD1 interacting nuclear orphan 1"
"C14orf132","56967","ENSG00000227051","chromosome 14 open reading frame 132"
"SOAT1","6646","ENSG00000057252","sterol O-acyltransferase 1"
"THBS3","7059","ENSG00000169231","thrombospondin 3"
"URI1","8725","ENSG00000105176","URI1 prefoldin like chaperone"
"RDH11","51109","ENSG00000072042","retinol dehydrogenase 11"
"ACSS1","84532","ENSG00000154930","acyl-CoA synthetase short chain family member 1"
"BBS4","585","ENSG00000140463","Bardet-Biedl syndrome 4"
"RPL15","6138","ENSG00000174748","ribosomal protein L15"
"CHL1","10752","ENSG00000134121","cell adhesion molecule L1 like"
"TBPL1","9519","ENSG00000028839","TATA-box binding protein like 1"
"ZNF444","55311","ENSG00000167685","zinc finger protein 444"
"SLC52A2","79581","ENSG00000185803","solute carrier family 52 member 2"
"GALNT14","79623","ENSG00000158089","polypeptide N-acetylgalactosaminyltransferase 14"
"PTPDC1","138639","ENSG00000158079","protein tyrosine phosphatase domain containing 1"
"IGFBP7","3490","ENSG00000163453","insulin like growth factor binding protein 7"
"GMDS","2762","ENSG00000112699","GDP-mannose 4,6-dehydratase"
"AP4B1","10717","ENSG00000134262","adaptor related protein complex 4 subunit beta 1"
"YME1L1","10730","ENSG00000136758","YME1 like 1 ATPase"
"UXS1","80146","ENSG00000115652","UDP-glucuronate decarboxylase 1"
"MED27","9442","ENSG00000160563","mediator complex subunit 27"
"DGAT2","84649","ENSG00000062282","diacylglycerol O-acyltransferase 2"
"MEST","4232","ENSG00000106484","mesoderm specific transcript"
"TBC1D1","23216","ENSG00000065882","TBC1 domain family member 1"
"CDC5L","988","ENSG00000096401","cell division cycle 5 like"
"SLC24A1","9187","ENSG00000074621","solute carrier family 24 member 1"
"CD6","923","ENSG00000013725","CD6 molecule"
"CYB5D2","124936","ENSG00000167740","cytochrome b5 domain containing 2"
"ST3GAL4","6484","ENSG00000110080","ST3 beta-galactoside alpha-2,3-sialyltransferase 4"
"CDC6","990","ENSG00000094804","cell division cycle 6"
"CREB3L4","148327","ENSG00000143578","cAMP responsive element binding protein 3 like 4"
"CDC20","991","ENSG00000117399","cell division cycle 20"
"PNPLA8","50640","ENSG00000135241","patatin like domain 8, phospholipase A2"
"CD48","962","ENSG00000117091","CD48 molecule"
"PIK3CB","5291","ENSG00000051382","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"
"ANKRD26","22852","ENSG00000107890","ankyrin repeat domain containing 26"
"C9orf72","203228","ENSG00000147894","C9orf72-SMCR8 complex subunit"
"NOXA1","10811","ENSG00000188747","NADPH oxidase activator 1"
"RNF213","57674","ENSG00000173821","ring finger protein 213"
"ATF2","1386","ENSG00000115966","activating transcription factor 2"
"CD101","9398","ENSG00000134256","CD101 molecule"
"S100PBP","64766","ENSG00000116497","S100P binding protein"
"TRIM65","201292","ENSG00000141569","tripartite motif containing 65"
"CERS6","253782","ENSG00000172292","ceramide synthase 6"
"NSUN4","387338","ENSG00000117481","NOP2/Sun RNA methyltransferase 4"
"CSE1L","1434","ENSG00000124207","chromosome segregation 1 like"
"CAPG","822","ENSG00000042493","capping actin protein, gelsolin like"
"FSBP","100861412","ENSG00000265817","fibrinogen silencer binding protein"
"ARMCX4","100131755","ENSG00000196440","armadillo repeat containing X-linked 4"
"ATF7IP2","80063","ENSG00000166669","activating transcription factor 7 interacting protein 2"
"TMCO1","54499","ENSG00000143183","transmembrane and coiled-coil domains 1"
"APOM","55937","ENSG00000204444","apolipoprotein M"
"ZNF85","7639","ENSG00000105750","zinc finger protein 85"
"ANKRD11","29123","ENSG00000167522","ankyrin repeat domain containing 11"
"SNX12","29934","ENSG00000147164","sorting nexin 12"
"ARAF","369","ENSG00000078061","A-Raf proto-oncogene, serine/threonine kinase"
"ATP1A3","478","ENSG00000105409","ATPase Na+/K+ transporting subunit alpha 3"
"PGAP2","27315","ENSG00000148985","post-GPI attachment to proteins 2"
"ADGRE1","2015","ENSG00000174837","adhesion G protein-coupled receptor E1"
"FLII","2314","ENSG00000177731","FLII actin remodeling protein"
"KIF22","3835","ENSG00000079616","kinesin family member 22"
"ZNF26","7574","ENSG00000198393","zinc finger protein 26"
"ETF1","2107","ENSG00000120705","eukaryotic translation termination factor 1"
"DTNB","1838","ENSG00000138101","dystrobrevin beta"
"GLS","2744","ENSG00000115419","glutaminase"
"STK3","6788","ENSG00000104375","serine/threonine kinase 3"
"CHD1L","9557","ENSG00000131778","chromodomain helicase DNA binding protein 1 like"
"NKX3-1","4824","ENSG00000167034","NK3 homeobox 1"
"MCMBP","79892","ENSG00000197771","minichromosome maintenance complex binding protein"
"NOL8","55035","ENSG00000198000","nucleolar protein 8"
"ELOVL1","64834","ENSG00000066322","ELOVL fatty acid elongase 1"
"PRELID3B","51012","ENSG00000101166","PRELI domain containing 3B"
"DENND2C","163259","ENSG00000175984","DENN domain containing 2C"
"KDM2A","22992","ENSG00000173120","lysine demethylase 2A"
"LRRC42","115353","ENSG00000116212","leucine rich repeat containing 42"
"RAB18","22931","ENSG00000099246","RAB18, member RAS oncogene family"
"NBPF3","84224","ENSG00000142794","NBPF member 3"
"GPAT3","84803","ENSG00000138678","glycerol-3-phosphate acyltransferase 3"
"STON2","85439","ENSG00000140022","stonin 2"
"C19orf47","126526","ENSG00000160392","chromosome 19 open reading frame 47"
"INTS11","54973","ENSG00000127054","integrator complex subunit 11"
"WDR92",NA,NA,NA
"CMPK2","129607","ENSG00000134326","cytidine/uridine monophosphate kinase 2"
"EPHX2","2053","ENSG00000120915","epoxide hydrolase 2"
"GOLGB1","2804","ENSG00000173230","golgin B1"
"MAN2C1","4123","ENSG00000140400","mannosidase alpha class 2C member 1"
"TBC1D10C","374403","ENSG00000175463","TBC1 domain family member 10C"
"SSBP1","6742","ENSG00000106028","single stranded DNA binding protein 1"
"ZNF74","7625","ENSG00000185252","zinc finger protein 74"
"TMEM250","90120","ENSG00000238227","transmembrane protein 250"
"SLC25A1","6576","ENSG00000100075","solute carrier family 25 member 1"
"TMEM204","79652","ENSG00000131634","transmembrane protein 204"
"LIMS2","55679","ENSG00000072163","LIM zinc finger domain containing 2"
"PCGF5","84333","ENSG00000180628","polycomb group ring finger 5"
"MPP5",NA,NA,NA
"NEIL1","79661","ENSG00000140398","nei like DNA glycosylase 1"
"PPFIBP2","8495","ENSG00000166387","PPFIA binding protein 2"
"ENC1","8507","ENSG00000171617","ectodermal-neural cortex 1"
"RPL10","6134","ENSG00000147403","ribosomal protein L10"
"GYPC","2995","ENSG00000136732","glycophorin C (Gerbich blood group)"
"TRIM46","80128","ENSG00000163462","tripartite motif containing 46"
"GLMP","112770","ENSG00000198715","glycosylated lysosomal membrane protein"
"TUBGCP2","10844","ENSG00000130640","tubulin gamma complex component 2"
"R3HCC1L","27291","ENSG00000166024","R3H domain and coiled-coil containing 1 like"
"NR1H2","7376","ENSG00000131408","nuclear receptor subfamily 1 group H member 2"
"ZNF43","7594","ENSG00000198521","zinc finger protein 43"
"FAM193A","8603","ENSG00000125386","family with sequence similarity 193 member A"
"DPP3","10072","ENSG00000254986","dipeptidyl peptidase 3"
"STOML1","9399","ENSG00000067221","stomatin like 1"
"PRORP","9692","ENSG00000100890","protein only RNase P catalytic subunit"
"CSNK2A3","283106","ENSG00000254598","casein kinase 2 alpha 3"
"PRDM11","56981","ENSG00000019485","PR/SET domain 11"
"USP3","9960","ENSG00000140455","ubiquitin specific peptidase 3"
"ANAPC10","10393","ENSG00000164162","anaphase promoting complex subunit 10"
"CCT4","10575","ENSG00000115484","chaperonin containing TCP1 subunit 4"
"USP39","10713","ENSG00000168883","ubiquitin specific peptidase 39"
"SSBP2","23635","ENSG00000145687","single stranded DNA binding protein 2"
"CNOT10","25904","ENSG00000182973","CCR4-NOT transcription complex subunit 10"
"FAM49B",NA,NA,NA
"LOC100129083",NA,NA,NA
"P2RX4","5025","ENSG00000135124","purinergic receptor P2X 4"
"NOL4L","140688","ENSG00000197183","nucleolar protein 4 like"
"GAPDH","2597","ENSG00000111640","glyceraldehyde-3-phosphate dehydrogenase"
"RIT1","6016","ENSG00000143622","Ras like without CAAX 1"
"PAF1","54623","ENSG00000006712","PAF1 homolog, Paf1/RNA polymerase II complex component"
"SMG6","23293","ENSG00000070366","SMG6 nonsense mediated mRNA decay factor"
"TMEM265","100862671","ENSG00000281991","transmembrane protein 265"
"QTRT2","79691","ENSG00000151576","queuine tRNA-ribosyltransferase accessory subunit 2"
"ZNF382","84911","ENSG00000161298","zinc finger protein 382"
"CD300A","11314","ENSG00000167851","CD300a molecule"
"POLD1","5424","ENSG00000062822","DNA polymerase delta 1, catalytic subunit"
"TTN","7273","ENSG00000155657","titin"
"BTRC","8945","ENSG00000166167","beta-transducin repeat containing E3 ubiquitin protein ligase"
"RNF34","80196","ENSG00000170633","ring finger protein 34"
"CDCA8","55143","ENSG00000134690","cell division cycle associated 8"
